switch,arsenic,dist,assoc,educ,y,dist100,c_dist100,c_arsenic
0,2.8,107.69100189209,0,0,0,1.0769100189209,0.5935913932166565,1.1430695364238408
0,0.81,107.69100189209,0,0,0,1.0769100189209,0.5935913932166565,-0.846930463576159
1,1.48,125.317001342773,1,3,1,1.25317001342773,0.7698513877234865,-0.17693046357615905
0,1.92,107.69100189209,1,0,0,1.0769100189209,0.5935913932166565,0.2630695364238409
1,2.74,107.69100189209,0,10,1,1.0769100189209,0.5935913932166565,1.0830695364238412
1,2.49,107.69100189209,1,0,1,1.0769100189209,0.5935913932166565,0.8330695364238412
0,3.95,107.69100189209,0,0,0,1.0769100189209,0.5935913932166565,2.2930695364238414
1,2.75,107.69100189209,0,0,1,1.0769100189209,0.5935913932166565,1.093069536423841
1,2.91,54.5699996948242,0,0,1,0.545699996948242,0.06238137124399851,1.2530695364238411
1,0.83,54.5699996948242,0,0,1,0.545699996948242,0.06238137124399851,-0.8269304635761591
1,3.67,54.5699996948242,1,5,1,0.545699996948242,0.06238137124399851,2.013069536423841
1,2.9,54.5699996948242,0,0,1,0.545699996948242,0.06238137124399851,1.2430695364238409
1,0.78,54.5699996948242,1,10,1,0.545699996948242,0.06238137124399851,-0.876930463576159
0,2.52,3.61800003051758,1,5,0,0.0361800003051758,-0.4471386253990677,0.863069536423841
1,2.48,58.1669998168945,0,0,1,0.581669998168945,0.09835137246470155,0.823069536423841
1,4.47,72.3460006713867,0,8,1,0.723460006713867,0.2401413810096235,2.813069536423841
1,1.52,40.318000793457,0,0,1,0.40318000793457004,-0.08013861776967346,-0.136930463576159
1,1.8,67.2190017700195,0,0,1,0.672190017700195,0.18887139199595154,0.14306953642384101
0,0.51,99.0130004882813,0,0,0,0.9901300048828131,0.5068113791785696,-1.146930463576159
1,0.64,115.91300201416,1,0,1,1.1591300201416,0.6758113944373565,-1.0169304635761591
1,1.01,71.7990036010742,1,5,1,0.7179900360107421,0.23467141030649857,-0.646930463576159
1,0.74,141.535995483398,0,8,1,1.4153599548339801,0.9320413291297367,-0.916930463576159
1,1.81,84.6460037231445,1,0,1,0.846460037231445,0.36314141152720153,0.15306953642384102
1,2.69,65.931999206543,0,0,1,0.65931999206543,0.17600136636118652,1.033069536423841
1,4.85,67.9400024414063,1,0,1,0.6794000244140631,0.1960813987098196,3.193069536423841
1,3.18,64.697998046875,0,6,1,0.64697998046875,0.16366135476450655,1.5230695364238411
1,5.06,62.6349983215332,1,10,1,0.6263499832153321,0.14303135751108859,3.403069536423841
1,2.69,47.9090003967285,0,10,1,0.479090003967285,-0.004228621736958482,1.033069536423841
1,0.57,24.0030002593994,0,12,1,0.24003000259399399,-0.2432886231102495,-1.086930463576159
1,4.55,17.9820003509521,0,7,1,0.179820003509521,-0.3034986221947225,2.893069536423841
0,3.91,11.1470003128052,1,6,0,0.11147000312805201,-0.3718486225761915,2.2530695364238413
1,0.89,39.9770011901855,1,5,1,0.39977001190185496,-0.08354861380238854,-0.766930463576159
0,1,69.1309967041016,0,0,0,0.6913099670410161,0.2079913413367726,-0.656930463576159
1,0.95,37.6529998779297,1,0,1,0.376529998779297,-0.1067886269249465,-0.7069304635761591
1,3.55,32.0709991455078,1,7,1,0.320709991455078,-0.1626086342491655,1.8930695364238408
1,4.52,19.0839996337891,0,5,1,0.190839996337891,-0.2924786293663525,2.8630695364238408
1,4.76,23.9120006561279,0,0,1,0.23912000656127902,-0.24419861914296448,3.103069536423841
1,1.99,28.5599994659424,1,5,1,0.285599994659424,-0.19771863104481952,0.33306953642384096
0,2.85,21.9650001525879,0,0,0,0.21965000152587902,-0.26366862417836445,1.193069536423841
0,0.81,91.0070037841797,0,0,0,0.910070037841797,0.42675141213755347,-0.846930463576159
1,2.85,26.5130004882813,1,8,1,0.265130004882813,-0.21818862082143048,1.193069536423841
1,2.18,23.3239994049072,0,3,1,0.23323999404907203,-0.25007863165517147,0.5230695364238411
1,4.23,31.5919990539551,0,5,1,0.315919990539551,-0.1673986351646925,2.5730695364238416
1,1.92,31.3239994049072,1,0,1,0.313239994049072,-0.1700786316551715,0.2630695364238409
1,1.63,38.8489990234375,0,8,1,0.388489990234375,-0.09482863546986847,-0.026930463576159136
1,5.45,9.12600040435791,1,0,1,0.0912600040435791,-0.3920586216606644,3.7930695364238414
0,1.57,19.3819999694824,0,8,0,0.193819999694824,-0.2894986260094195,-0.08693046357615897
1,1.94,12.4610004425049,0,8,1,0.124610004425049,-0.3587086212791945,0.2830695364238409
1,1.58,14.9370002746582,0,0,1,0.149370002746582,-0.3339486229576615,-0.07693046357615896
1,0.67,13.2189998626709,1,5,1,0.132189998626709,-0.3511286270775345,-0.986930463576159
1,1.4,6.82999992370605,0,5,1,0.0682999992370605,-0.415018626467183,-0.2569304635761591
0,1.18,30.4060001373291,1,3,0,0.30406000137329103,-0.17925862433095247,-0.4769304635761591
0,0.77,18.5510005950928,1,5,0,0.18551000595092798,-0.2978086197533155,-0.886930463576159
0,0.77,24.8290004730225,0,0,0,0.248290004730225,-0.2350286209740185,-0.886930463576159
1,1.44,28.6709995269775,0,12,1,0.286709995269775,-0.19660863043446852,-0.21693046357615908
0,0.77,20.871000289917,1,5,0,0.20871000289917,-0.2746086228050735,-0.886930463576159
1,0.77,20.1200008392334,1,0,1,0.20120000839233398,-0.2821186173119095,-0.886930463576159
0,0.73,13.4940004348755,1,5,0,0.134940004348755,-0.34837862135548847,-0.926930463576159
1,1.9,19.1919994354248,0,0,1,0.191919994354248,-0.2913986313499955,0.24306953642384088
0,0.72,28.6459999084473,0,8,0,0.286459999084473,-0.1968586266197705,-0.9369304635761591
0,0.88,16.1660003662109,0,0,0,0.16166000366210898,-0.3216586220421345,-0.776930463576159
0,1.04,27.42799949646,0,5,0,0.2742799949646,-0.20903863073964352,-0.616930463576159
0,1.21,15.83899974823,1,0,0,0.1583899974823,-0.32492862822194346,-0.44693046357615906
1,1.44,14.4180002212524,1,5,1,0.144180002212524,-0.3391386234917195,-0.21693046357615908
0,0.64,29.2779998779297,1,14,0,0.292779998779297,-0.1905386269249465,-1.0169304635761591
0,0.8,43.9440002441406,1,14,0,0.43944000244140596,-0.043878623262837535,-0.856930463576159
1,1.93,20.2299995422363,0,0,1,0.202299995422363,-0.2810186302818805,0.2730695364238409
0,0.56,50.0919990539551,0,5,0,0.5009199905395509,0.017601364835307443,-1.096930463576159
0,1.32,66.879997253418,0,5,0,0.66879997253418,0.1854813468299365,-0.33693046357615897
0,0.52,69.4820022583008,0,3,0,0.6948200225830079,0.2115013968787644,-1.136930463576159
0,1.19,48.7080001831055,1,5,0,0.487080001831055,0.0037613761268114887,-0.4669304635761591
0,1.18,22.6359996795654,1,12,0,0.22635999679565402,-0.25695862890858945,-0.4769304635761591
0,1.26,10.1230001449585,0,5,0,0.101230001449585,-0.3820886242546585,-0.396930463576159
0,0.88,42.8279991149902,0,8,0,0.428279991149902,-0.05503863455434149,-0.776930463576159
0,3.16,21.0890007019043,0,5,0,0.210890007019043,-0.2724286186852005,1.5030695364238411
0,2.12,47.5340003967285,0,5,0,0.47534000396728504,-0.007978621736958458,0.4630695364238411
1,0.76,15.7119998931885,0,5,1,0.157119998931885,-0.3261986267723585,-0.896930463576159
0,0.56,12.1850004196167,0,5,0,0.121850004196167,-0.3614686215080765,-1.096930463576159
0,0.62,23.5590000152588,0,0,0,0.235590000152588,-0.2477286255516555,-1.0369304635761591
1,1.03,1.84800004959106,0,5,1,0.0184800004959106,-0.4648386252083329,-0.626930463576159
0,0.78,90.9209976196289,0,5,0,0.9092099761962891,0.4258913504920456,-0.876930463576159
0,1.02,93.8280029296875,1,5,0,0.938280029296875,0.45496140359263154,-0.636930463576159
0,0.65,82.1060028076172,1,9,0,0.8210600280761721,0.33774140237192857,-1.006930463576159
1,2.29,46.9560012817383,1,3,1,0.469560012817383,-0.013758612886860477,0.633069536423841
1,1.6,24.2099990844727,1,4,1,0.242099990844727,-0.2412186348595165,-0.05693046357615894
1,0.82,43.2900009155273,0,5,1,0.432900009155273,-0.05041861654897051,-0.8369304635761591
1,1.44,25.1469993591309,0,10,1,0.251469993591309,-0.2318486321129345,-0.21693046357615908
1,0.97,14.6040000915527,0,0,1,0.14604000091552702,-0.3372786247887165,-0.6869304635761591
0,0.89,1.40100002288818,0,8,0,0.0140100002288818,-0.4693086254753617,-0.766930463576159
1,1.39,8.21000003814697,0,12,1,0.08210000038146971,-0.4012186253227738,-0.2669304635761591
1,0.83,18.8680000305176,0,0,1,0.18868000030517598,-0.2946386253990675,-0.8269304635761591
1,0.57,23.4009990692139,0,0,1,0.23400999069213899,-0.2493086350121045,-1.086930463576159
1,1.47,18.5319995880127,1,9,1,0.185319995880127,-0.2979986298241165,-0.18693046357615906
1,1.11,36.2869987487793,0,10,1,0.362869987487793,-0.12044863821645052,-0.5469304635761589
1,2.38,40.4980010986328,0,12,1,0.40498001098632797,-0.07833861471791553,0.7230695364238409
0,3.97,90.5709991455078,0,0,0,0.905709991455078,0.4223913657508345,2.313069536423841
1,3.51,115.157997131348,1,3,1,1.15157997131348,0.6682613456092366,1.8530695364238408
0,3.69,112.762001037598,1,0,0,1.12762001037598,0.6443013846717365,2.0330695364238407
1,2.95,93.4309997558594,1,0,1,0.934309997558594,0.4509913718543505,1.2930695364238411
0,3.21,97.2170028686523,0,0,0,0.972170028686523,0.4888514029822795,1.553069536423841
1,3.65,88.3450012207031,1,0,1,0.883450012207031,0.4001313865027875,1.9930695364238409
1,4.42,41.1040000915527,1,5,1,0.411040000915527,-0.0722786247887165,2.763069536423841
1,4.12,46.2400016784668,0,3,1,0.46240001678466797,-0.020918608919575532,2.4630695364238413
1,3.62,65.3539962768555,1,3,1,0.653539962768555,0.17022133706431147,1.963069536423841
1,3.8,43.7350006103516,1,2,1,0.437350006103516,-0.04596861960072751,2.143069536423841
1,4.46,61.5709991455078,0,5,1,0.615709991455078,0.1323913657508345,2.803069536423841
1,4.04,78.4150009155273,1,0,1,0.784150009155273,0.3008313834510295,2.3830695364238412
1,3.32,63.5019989013672,0,5,1,0.6350199890136721,0.15170136330942857,1.6630695364238408
0,2.07,69.2689971923828,1,5,0,0.692689971923828,0.20937134621958448,0.4130695364238408
1,1.43,57.9290008544922,1,6,1,0.579290008544922,0.09597138284067847,-0.2269304635761591
1,2.3,85.3870010375977,0,5,1,0.853870010375977,0.3705513846717335,0.6430695364238408
1,1.41,110.609001159668,0,5,1,1.10609001159668,0.6227713858924366,-0.2469304635761591
1,2.34,111.48999786377,1,0,1,1.1148999786377,0.6315813529334566,0.6830695364238408
1,1.5,176.197006225586,0,0,1,1.7619700622558598,1.2786514365516164,-0.15693046357615903
0,1.44,172.108001708984,0,0,0,1.7210800170898402,1.2377613913855967,-0.21693046357615908
0,1.54,177.802993774414,0,0,0,1.77802993774414,1.2947113120398965,-0.116930463576159
1,1.35,22.6709995269775,1,0,1,0.226709995269775,-0.25660863043446847,-0.30693046357615894
1,0.54,27.8810005187988,1,5,1,0.278810005187988,-0.2045086205162555,-1.116930463576159
1,1.17,19.2600002288818,0,8,1,0.19260000228881802,-0.2907186234154255,-0.4869304635761591
0,1.02,24.5,0,0,0,0.245,-0.2383186257042435,-0.636930463576159
1,1.11,6.63299989700317,0,5,1,0.06632999897003171,-0.4169886267342118,-0.5469304635761589
0,0.52,7.04099988937378,0,10,0,0.07040999889373781,-0.41290862681050566,-1.136930463576159
0,0.56,30.3139991760254,1,8,0,0.303139991760254,-0.18017863394398947,-1.096930463576159
1,0.61,21.9790000915527,1,0,1,0.219790000915527,-0.2635286247887165,-1.046930463576159
1,2.17,10.4580001831055,1,5,1,0.10458000183105501,-0.37873862387318846,0.5130695364238409
0,0.61,74.9990005493164,0,5,0,0.7499900054931641,0.2666713797889206,-1.046930463576159
1,0.96,81.9710006713867,1,3,1,0.8197100067138671,0.33639138100962357,-0.6969304635761591
1,0.94,92.1760025024414,1,5,1,0.921760025024414,0.4384413993201705,-0.7169304635761591
1,0.93,106.608001708984,1,3,1,1.0660800170898401,0.5827613913855967,-0.726930463576159
0,1.02,103.060997009277,1,4,0,1.03060997009277,0.5472913443885266,-0.636930463576159
0,1.24,86.6050033569336,0,0,0,0.866050033569336,0.38273140786509247,-0.41693046357615904
0,1.42,110.561996459961,0,5,0,1.1056199645996099,0.6223013388953664,-0.2369304635761591
0,1.31,122.325996398926,0,5,0,1.2232599639892598,0.7399413382850164,-0.346930463576159
0,0.83,122.018997192383,0,0,0,1.22018997192383,0.7368713462195866,-0.8269304635761591
0,2.64,57.632999420166,1,2,0,0.57632999420166,0.09301136849741648,0.9830695364238411
0,1.84,39.5960006713867,0,5,0,0.395960006713867,-0.0873586189903765,0.18306953642384105
0,2.48,39.515998840332,0,0,0,0.39515998840332,-0.08815863730092349,0.823069536423841
0,1.27,21.5550003051758,0,10,0,0.21555000305175798,-0.2677686226524855,-0.386930463576159
0,0.69,51.7480010986328,0,0,0,0.517480010986328,0.03416138528208451,-0.9669304635761591
1,0.61,13.5209999084473,1,5,1,0.13520999908447298,-0.3481086266197705,-1.046930463576159
0,0.89,31.4540004730225,0,5,0,0.314540004730225,-0.16877862097401852,-0.766930463576159
1,0.75,89.4309997558594,0,5,1,0.8943099975585941,0.4109913718543506,-0.906930463576159
0,0.81,19.2639999389648,1,0,0,0.19263999938964801,-0.2906786263145955,-0.846930463576159
0,1.81,53.3629989624023,1,9,0,0.533629989624023,0.05031136391977947,0.15306953642384102
0,1.25,30.128999710083,1,0,0,0.30128999710083,-0.1820286286034135,-0.40693046357615903
1,1.12,27.136999130249,1,9,1,0.27136999130249,-0.2119486344017535,-0.5369304635761589
1,0.71,28.7119998931885,1,0,1,0.287119998931885,-0.1961986267723585,-0.9469304635761591
1,2.16,20.6399993896484,1,0,1,0.20639999389648397,-0.27691863180775955,0.5030695364238411
1,1.7,36.75,0,5,1,0.3675,-0.1158186257042435,0.043069536423840926
1,1.84,49.6800003051758,0,5,1,0.49680000305175803,0.013481377347514534,0.18306953642384105
0,1.26,102.710998535156,1,0,0,1.02710998535156,0.5437913596473165,-0.396930463576159
0,2.53,108.615997314453,1,0,0,1.08615997314453,0.6028413474402865,0.8730695364238408
0,2.95,96.4359970092773,0,0,0,0.964359970092773,0.48104134438852947,1.2930695364238411
0,0.62,100.861000061035,0,0,0,1.00861000061035,0.5252913749061066,-1.0369304635761591
1,3.01,137.899993896484,0,10,1,1.37899993896484,0.8956813132605965,1.3530695364238408
0,2.56,124.670997619629,1,5,0,1.24670997619629,0.7633913504920466,0.903069536423841
1,1.97,151.065994262695,0,10,1,1.51065994262695,1.0273413169227066,0.31306953642384094
0,1.2,121.575996398926,1,5,0,1.21575996398926,0.7324413382850166,-0.4569304635761591
0,0.89,32.8499984741211,0,0,0,0.328499984741211,-0.1548186409630325,-0.766930463576159
0,0.52,8.54699993133545,0,10,0,0.08546999931335449,-0.397848626390889,-1.136930463576159
1,2.49,27.9740009307861,0,4,1,0.279740009307861,-0.20357861639638247,0.8330695364238412
1,1.25,29.4580001831055,0,0,1,0.294580001831055,-0.18873862387318852,-0.40693046357615903
0,1.13,19.6599998474121,1,5,0,0.196599998474121,-0.28671862723012254,-0.5269304635761591
1,1.13,47.7089996337891,0,12,1,0.47708999633789095,-0.006228629366352545,-0.5269304635761591
1,0.52,71.5230026245117,0,10,1,0.715230026245117,0.2319114005408735,-1.136930463576159
1,0.88,67.1760025024414,1,10,1,0.671760025024414,0.1884413993201705,-0.776930463576159
0,3.48,69.9670028686523,0,5,0,0.6996700286865231,0.21635140298227956,1.823069536423841
0,0.56,83.5719985961914,0,10,0,0.8357199859619141,0.3524013602576706,-1.096930463576159
0,1.35,71.4250030517578,0,5,0,0.714250030517578,0.23093140481333446,-0.30693046357615894
1,1.67,71.4250030517578,0,0,1,0.714250030517578,0.23093140481333446,0.0130695364238409
0,1.92,71.4250030517578,0,10,0,0.714250030517578,0.23093140481333446,0.2630695364238409
0,2.41,190.287994384766,0,7,0,1.90287994384766,1.4195613181434166,0.7530695364238411
0,2.36,186.304992675781,0,5,0,1.86304992675781,1.3797313010535666,0.7030695364238408
0,2.41,218.300003051758,0,0,0,2.1830000305175803,1.6996814048133368,0.7530695364238411
1,1.46,53.5439987182617,0,14,1,0.535439987182617,0.052121361478373485,-0.19693046357615906
1,2,63.6020011901855,0,0,1,0.636020011901855,0.15270138619761148,0.34306953642384097
1,1.32,67.4929962158203,0,5,1,0.674929962158203,0.1916113364539595,-0.33693046357615897
1,1.75,66.7360000610352,0,5,1,0.66736000061035194,0.18404137490610845,0.09306953642384097
1,1.84,47.9959983825684,0,0,1,0.479959983825684,-0.0033586418785594985,0.18306953642384105
0,1.72,54.4160003662109,0,5,0,0.544160003662109,0.06084137795786554,0.06306953642384094
0,1.77,94.722999572754,0,5,0,0.9472299957275401,0.4639113700232966,0.11306953642384099
1,2.77,70.7740020751953,0,7,1,0.707740020751953,0.22442139504770947,1.113069536423841
1,0.73,11.2489995956421,1,0,1,0.11248999595642101,-0.3708286297478225,-0.926930463576159
1,0.69,4.88000011444092,1,0,1,0.048800001144409196,-0.4345186245598343,-0.9669304635761591
0,0.58,18.1429996490479,1,5,0,0.181429996490479,-0.30188862921376447,-1.0769304635761592
1,0.52,15.7790002822876,1,12,1,0.157790002822876,-0.3255286228813675,-1.136930463576159
1,0.62,0.386999994516373,1,5,1,0.00386999994516373,-0.47944862575907976,-1.0369304635761591
1,3.33,14.9650001525879,1,5,1,0.14965000152587898,-0.3336686241783645,1.673069536423841
0,0.51,24.6770000457764,0,0,0,0.24677000045776398,-0.23654862524647952,-1.146930463576159
0,1.26,17.5069999694824,1,0,0,0.175069999694824,-0.3082486260094195,-0.396930463576159
1,0.6,22.8819999694824,0,5,1,0.228819999694824,-0.2544986260094195,-1.0569304635761592
1,0.59,6.7960000038147,0,5,1,0.067960000038147,-0.4153586256660965,-1.066930463576159
1,0.66,8.996000289917,1,0,1,0.08996000289917,-0.3933586228050735,-0.996930463576159
1,0.74,2.40899991989136,1,0,1,0.0240899991989136,-0.4592286265053299,-0.916930463576159
1,0.71,9.30599975585938,1,0,1,0.0930599975585938,-0.3902586281456497,-0.9469304635761591
1,0.86,21.996000289917,1,7,1,0.21996000289917,-0.2633586228050735,-0.796930463576159
0,0.51,14.0769996643066,0,10,0,0.140769996643066,-0.3425486290611775,-1.146930463576159
1,0.58,29.6490001678467,1,5,1,0.296490001678467,-0.1868286240257765,-1.0769304635761592
0,0.55,11.3769998550415,0,5,0,0.113769998550415,-0.3695486271538285,-1.106930463576159
1,1.26,29.5410003662109,0,0,1,0.295410003662109,-0.1879086220421345,-0.396930463576159
0,0.52,33.367000579834,0,10,0,0.33367000579834,-0.1496486199059035,-1.136930463576159
0,0.83,26.7150001525879,0,10,0,0.26715000152587903,-0.21616862417836447,-0.8269304635761591
0,0.57,21.1180000305176,0,5,0,0.211180000305176,-0.2721386253990675,-1.086930463576159
0,0.53,71.4820022583008,0,0,0,0.7148200225830079,0.23150139687876442,-1.126930463576159
0,0.67,71.6370010375977,1,0,0,0.716370010375977,0.23305138467173353,-0.986930463576159
1,3.5,23.8309993743896,0,5,1,0.238309993743896,-0.2450086319603475,1.843069536423841
1,2.8,5.72800016403198,1,12,1,0.057280001640319794,-0.4260386240639237,1.1430695364238408
1,0.77,15.8149995803833,1,5,1,0.15814999580383302,-0.3251686299004105,-0.886930463576159
1,0.74,32.5870018005371,1,5,1,0.325870018005371,-0.15744860769887248,-0.916930463576159
1,0.77,40.1310005187988,0,10,1,0.401310005187988,-0.08200862051625551,-0.886930463576159
1,1.58,49.6380004882813,1,2,1,0.496380004882813,0.013061379178569477,-0.07693046357615896
1,0.8,24.886999130249,0,10,1,0.24886999130249,-0.2344486344017535,-0.856930463576159
0,0.55,47.6710014343262,1,0,0,0.476710014343262,-0.006608611360981509,-1.106930463576159
1,0.9,56.5909996032715,1,10,1,0.565909996032715,0.08259137032847147,-0.756930463576159
0,0.52,74.1169967651367,0,8,0,0.741169967651367,0.2578513419471235,-1.136930463576159
1,2.59,81.8489990234375,1,0,1,0.818489990234375,0.33517136453013147,0.9330695364238408
1,1.27,86.0940017700195,1,8,1,0.860940017700195,0.3776213919959515,-0.386930463576159
0,0.97,71.8059997558594,0,14,0,0.7180599975585941,0.23474137185435057,-0.6869304635761591
0,1.47,61.7449989318848,1,4,0,0.617449989318848,0.13413136361460448,-0.18693046357615906
0,1.03,25.0450000762939,0,12,0,0.250450000762939,-0.2328686249413045,-0.626930463576159
0,0.93,19.9290008544922,1,2,0,0.19929000854492201,-0.2840286171593215,-0.726930463576159
0,0.79,50.1189994812012,0,10,0,0.501189994812012,0.017871369107768487,-0.866930463576159
0,0.66,53.8160018920898,1,5,0,0.538160018920898,0.054841393216654544,-0.996930463576159
0,0.85,33.5029983520508,1,10,0,0.335029983520508,-0.1482886421837355,-0.806930463576159
0,0.93,58.3559989929199,0,5,0,0.583559989929199,0.1002413642249555,-0.726930463576159
0,1.42,17.9540004730225,0,12,0,0.179540004730225,-0.30377862097401853,-0.2369304635761591
0,0.75,28.0270004272461,0,4,0,0.280270004272461,-0.20304862143178248,-0.906930463576159
0,1.46,31.6679992675781,0,8,0,0.316679992675781,-0.1666386330284625,-0.19693046357615906
0,1.16,34.4370002746582,0,5,0,0.344370002746582,-0.13894862295766147,-0.4969304635761591
0,1.17,50.9519996643066,0,15,0,0.509519996643066,0.02620137093882252,-0.4869304635761591
1,0.83,60.7529983520508,1,0,1,0.607529983520508,0.12421135781626452,-0.8269304635761591
1,1.24,74.8769989013672,0,5,1,0.748769989013672,0.2654513633094285,-0.41693046357615904
1,3.08,57.9599990844727,0,5,1,0.579599990844727,0.09628136514048352,1.423069536423841
1,3.59,61.6240005493164,0,0,1,0.616240005493164,0.13292137978892055,1.9330695364238408
1,1.96,76.0660018920898,0,7,1,0.760660018920898,0.27734139321665446,0.30306953642384094
1,1.67,105.866996765137,0,5,1,1.05866996765137,0.5753513419471266,0.0130695364238409
0,1.69,112.675003051758,0,0,0,1.12675003051758,0.6434314048133365,0.03306953642384092
0,2.71,197.134994506836,1,5,0,1.97134994506836,1.4880313193641166,1.053069536423841
0,1.27,304.096984863281,1,5,0,3.0409698486328103,2.5576512229285666,-0.386930463576159
0,1.43,339.531005859375,0,4,0,3.39531005859375,2.9119914328895065,-0.2269304635761591
0,1,70.2710037231445,0,5,0,0.702710037231445,0.21939141152720149,-0.656930463576159
0,0.52,92.7440032958984,0,5,0,0.9274400329589839,0.4441214072547404,-1.136930463576159
0,0.65,55.9210014343262,0,9,0,0.559210014343262,0.07589138863901851,-1.006930463576159
0,0.7,50.8289985656738,1,0,0,0.508289985656738,0.0249713599524945,-0.9569304635761591
0,0.51,37.601001739502,0,0,0,0.37601001739502005,-0.10730860830922345,-1.146930463576159
0,1.02,17.9309997558594,0,0,0,0.179309997558594,-0.3040086281456495,-0.636930463576159
1,2.05,11.8170003890991,0,5,1,0.118170003890991,-0.36514862181325247,0.3930695364238408
1,0.77,18.7970008850098,1,0,1,0.187970008850098,-0.2953486168541455,-0.886930463576159
1,1.2,17.5750007629395,0,5,1,0.175750007629395,-0.3075686180748485,-0.4569304635761591
1,0.62,22.443000793457,0,5,1,0.22443000793457,-0.25888861776967353,-1.0369304635761591
1,1.31,27.0259990692139,1,5,1,0.270259990692139,-0.21305863501210448,-0.346930463576159
1,1.79,17.1399993896484,0,0,1,0.17139999389648397,-0.31191863180775953,0.133069536423841
1,0.56,25.4540004730225,0,0,1,0.254540004730225,-0.22877862097401852,-1.096930463576159
1,0.77,45.576000213623,0,5,1,0.45576000213622997,-0.02755862356801353,-0.886930463576159
1,0.66,52.7610015869141,0,0,1,0.527610015869141,0.044291390164897526,-0.996930463576159
1,1.1,30.5410003662109,0,0,1,0.30541000366210896,-0.17790862204213453,-0.5569304635761589
1,0.82,16.3990001678467,1,5,1,0.163990001678467,-0.3193286240257765,-0.8369304635761591
1,2.22,29.3190002441406,0,5,1,0.29319000244140603,-0.19012862326283747,0.5630695364238412
1,2.82,36.0610008239746,1,0,1,0.36061000823974604,-0.12270861746449746,1.1630695364238408
0,0.64,22.6070003509521,0,6,0,0.226070003509521,-0.2572486221947225,-1.0169304635761591
1,1.26,27.1410007476807,1,6,1,0.271410007476807,-0.2119086182274365,-0.396930463576159
1,1.53,9.44699954986572,1,5,1,0.09446999549865721,-0.3888486302055863,-0.126930463576159
1,1.8,16.69700050354,0,0,1,0.1669700050354,-0.3163486206688435,0.14306953642384101
1,1.24,50.4770011901855,1,8,1,0.504770011901855,0.0214513861976115,-0.41693046357615904
0,0.93,9.22399997711182,0,5,0,0.0922399997711182,-0.3910786259331253,-0.726930463576159
